CODIGO_DE_HECHO_EN_BITACORA,DEPARTAMENTO,MUNICIPIO,CÓDIGO_DANE,DIRECCION_TERRITORIAL,PDET_ETCR,REGION_PDET_ETCR,FECHA_DEL_EVENTO,MES_HECHO,ANO_HECHO,TIPO_DE_EVENTO,SUB_TIPO_DE_EVENTO,PRESUNTO_AUTOR ,DESCRIPCION_DEL_AUTOR,OBSERVACIONES,DESCRIPCION_PRELIMINAR_DEL_EVENTO,FUENTE,CATEGORIZACION_DEL_EVENTO
38303,ANTIOQUIA,ITAGUI,5360,ANTIOQUIA,0,0,26/02/2020,2,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,GDO_GRUPOS_DELINCUENCIALES_ORGANIZADOS,OTROS,,"Como alias “El Negro”, de 32 años, es conocido el hombre que fue capturado por la Policía. Según la alcaldía local, este es uno de los sujetos que aparecían en un reciente cartel con los delincuentes más buscados del municipio. La administración informó que este sujeto, identificado como Obander Betancur Cadavid, fue sorprendido en una casa de apuestas ubicada en el barrio El Rosario del centro de la localidad, gracias a la colaboración ciudadana. ",EL COLOMBIANO,ACCIONES_INSTITUCIONALES
38304,BOYACA,COMBITA,15204,CENTRO,0,0,26/02/2020,2,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,"Las unidades policiales fueron alertadas sobre la presencia de una femenina que al parecer portaba estupefacientes en inmediaciones de los establecimientos carcelarios. Con las características físicas y de vestuario, se logra ubicar a la ciudadana en uno de los establecimientos de comercio del sector, a quien luego de un minucioso registro a sus pertenencias se le haya un bolsa plástica con 24 envolturas en forma cilíndrica, los cuales contenían una sustancia con características similares a la marihuana con un peso de 600.8 gramos, que al hacerle la Prueba de Identificación Preliminar Homologada PIPH, lo confirma; este alucinógeno tiene un valor en el mercado criminal en $6´000.000 de pesos.",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
38305,ANTIOQUIA,CAREPA,5147,URABA,PDET,Urabá Antioqueño,26/02/2020,2,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,CLAN_DEL_GOLFO,,"La Policía Nacional logró la captura del “ÁRABE”, este sujeto era el encargado de las comunicaciones (Articulador de Puntos), recopilaba la información que les suministraba miembros del “Clan del Golfo” que estaban ubicados en punto estratégico en la subregión del Urabá para luego alertar de los movimientos que ejercen la Fuerza Pública a alias “PUEBLO” uno de los principales cabecillas de “Clan del Golfo” que delinque en este sector, de igual forma le informaba de las actividades delincuenciales que se hacen dentro de la organización, se sabe también que llevaba más de 12 años al servicio de la organización y el presunto coordinador de envíos de grandes cargamento de drogas a través de lanchas rápidas tipo Go-Fast o “Pangas”, desde el Golfo de Urabá hasta Centroamérica",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
38306,CAUCA,BUENOS_AIRES,19110,CAUCA,ETCR - PDET,Alto Patía-Norte del Cauca,26/02/2020,2,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,"El Ejército Nacional logró la incautación de 615 kilos de marihuana avaluados en mil millones de pesos. Al verificar una carga, se hallaron 472 bloques rectangulares con una sustancia que al ser sometida a la Prueba de Identificación Preliminar Homologada dio positivo para 615 kilos de marihuana. Las tres personas ocupantes del vehículo fueron capturadas.",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
38307,VALLE_DEL_CAUCA,CALI,76001,VALLE_DEL_CAUCA,0,0,26/02/2020,2,2020,ACCIONES_INSTITUCIONALES,OPERACIONES_ANTINARCOTICOS,NO_PRECISA,NO_PRECISA_,,"En la vía Panamericana, entre Cali a Jamundí, al sur del Valle del Cauca, las autoridades lograron la incautación de 2.833 kilogramos de marihuana tipo Crippy, avaluada en aproximadamente 4.200 millones de pesos.",CARACOL RADIO,ACCIONES_INSTITUCIONALES
38308,COLOMBIA,NO_PRECISA,,,,,26/02/2020,2,2020,OTRO_TIPO_DE_EVENTO,OTROS,NO_PRECISA,NO_PRECISA_,,"Debido a los crímenes que vienen ocurriendo contra los desmovilizados de la extinta guerrilla de las Farc, que ya pasan de 180 desde que esta organización firmó en noviembre de 2016 el acuerdo que llevó a su desarme, el Partido del mismo nombre anunció ayer que acudirá ante la Comisión Interamericana para los Derechos Humanos (CIDH) para solicitar medidas cautelares para proteger sus vidas y conminar al Estado colombiano a que cumpla lo pactado en La Habana. De igual forma, el presidente del Partido Farc, Rodrigo Londoño, acompañado de varios parlamentarios de esta colectividad, se reunieron ayer en Bogotá con representantes de la Misión de Verificación de Naciones Unidas en Colombia para manifestar su preocupación dado que no para la violencia en las regiones contra los desmovilizados que firmaron el acuerdo y que, en su mayoría, cumplen con el proceso de reincorporación a sociedad.",NUEVO SIGLO,OTRO_TIPO_DE_EVENTOS
38309,CALDAS,RISARALDA,17616,EJE_CAFETERO,0,0,26/02/2020,2,2020,AMENAZAS_E_INTIMIDACIONES,LIDERES_SOCIALES,NO_PRECISA,NO_PRECISA_,,"situación de amenazas en contra de Julián Andrés Serna Castaño, identificado 75.085.749 de Manizales, director de la Asociación Protectora de Animales y Fauna Silvestre de Caldas, líder ambiental y miembro del movimiento “Todos Somos Río Blanco” de la ciudad de Manizales.",DEFENSORIA DEL PUEBLO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38310,ANTIOQUIA,SALGAR,5642,ANTIOQUIA,0,0,27/02/2020,2,2020,MASACRES,OTROS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,CLAN_DEL_GOLFO,AGC,"Una balacera alertó a la comunidad del sector El Guerrero, ubicado en la vía que comunica a la vereda Las Margaritas. Cuando la Policía llegó al lugar, encontró muertos a dos hombres y a dos mujeres, y heridas a otras tres personas. ",RCN RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38311,CORDOBA,PUERTO_LIBERTADOR,23580,CORDOBA,PDET,Sur de Córdoba,27/02/2020,2,2020,HOMICIDIOS,OTROS,NO_PRECISA,NO_PRECISA_,,Con varios impactos de balas fueron localizados dos hombres que hasta el momento no han sido identificados. ,EL MERIDIANO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38312,MAGDALENA,SANTA_MARTA,47001,MAGDALENA,PDET,Sierra Nevada-Perijá,27/02/2020,2,2020,HOMICIDIOS,OTROS,NO_PRECISA,NO_PRECISA_,,"Dos sicarios a bordo de una motocicleta dispararon contra Luis Gregorio Barrios Ospino alias ’21’ quien era un delincuente que operaba en la zona de Vista Hermosa y era buscado por las autoridades. Se conoció que el 21 de enero había sido víctima de un ataque sicarial perpetrado en el oriente de esta capital, donde resultó herido. ",HOY DIARIO DEL MAGDALENA,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38313,ANTIOQUIA,TARAZA,5790,ANTIOQUIA,PDET,Bajo Cauca-Nordeste Antioqueño,27/02/2020,2,2020,MINAS_MAP_MUSE,ACCIDENTES,NO_PRECISA,NO_PRECISA_,,"Cuando soldados del Ejército adelantaban labores de erradicación de cultivos ilícitos, integrantes de grupos armados organizados activaron una carga explosiva contra los uniformados, causándole la muerte a uno de ellos. En el hecho también resulto herido otro militar y cuatro miembros de los Grupos Móviles de Erradicación.",RCN RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38314,ANTIOQUIA,MEDELLIN,5001,ANTIOQUIA,0,0,27/02/2020,2,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,ELN,,"La Policía Nacional viene realizando diferentes acciones operativas logró la captura de 37 delincuentes quienes están señalados de pertenecer a grupos criminales. Mediante la realización de allanamientos, registro y solicitud de antecedentes en las 06 subregiones del departamento, se dejaron en buen recaudo de las autoridades 18 capturados por Orden Judicial y 19 en flagrancia así mismo se reporta la captura de 06 integrantes del clan del golfo, 08 de los caparros y 06 integrantes del ELN. ",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
38315,TOLIMA,LERIDA,73408,CENTRO,0,0,27/02/2020,2,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,GDO_GRUPOS_DELINCUENCIALES_ORGANIZADOS,OTROS,,"La Policía Nacional logró la desarticulación de una banda dedicada presuntamente al porte ilegal de armas y al microtráfico en el Tolima. Según el informe oficial, los capturados serían los responsables del asesinato de Yeison Demetrio Cárdenas Bocanegra ocurrido el pasado 31 de diciembre en vía pública del barrio Los Pinos del municipio de Venadillo, a causa de dispararle en repetidas ocasiones sin mediar ninguna palabra. Luego, los implicados huyeron a una zona boscosa del sector, sin lograr su paradero y captura.",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
38316,TOLIMA,IBAGUE,73001,CENTRO,0,0,27/02/2020,2,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,"La Policía Nacional logró la captura en flagrancia de un sujeto, que se movilizaba en un vehículo de carga, por ser el presunto responsable del delito de tráfico, fabricación o porte de estupefacientes. Este importante operativo, se llevó a cabo en el kilómetro 30 de la vía Calarcá- Ibagué, al momento de realizar el registro al material transportado por este sujeto, observan unas bolsas plásticas camufladas dentro de la carga, para evitar su detección, por lo que nuestros uniformados al verificar el contenido encontraron en su interior 1.000 kilos de marihuana, sustancia avaluada en 3.000 millones de pesos. ",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
38317,BOGOTA_D.C.,BOGOTA_D.C.,11001,CENTRO,0,0,27/02/2020,2,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,GDO_GRUPOS_DELINCUENCIALES_ORGANIZADOS,NO_PRECISA,,"Durante año y medio un sector de la localidad de Usaquén fue inspeccionado por investigadores de la Fiscalía General de la Nación que buscaban a cuatro integrantes de una red delincuencial señalada de vender drogas en las cercanías de una reconocida universidad. En los procedimientos fueron incautadas diferentes cantidades de marihuana, tres grameras, frascos de una sustancia similar al Popper, un teléfono celular y elementos utilizados para prensar y procesar drogas. Los capturados fueron identificados como: Gabriel Mauricio Cano González, Sergio Andrés López Galindo, Camilo Andrés Bermúdez Ibáñez y Jhon Alexis Godoy Corredor",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
38318,PUTUMAYO,VALLE_DEL_GUAMUEZ,86865,PUTUMAYO,PDET,Putumayo,27/02/2020,2,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,"La Policia Nacional logró la captura en flagrancia de una persona que en el interior de su camioneta transportaba 27 kilos de marihuana prensada tipo creepy, la cual tenía como destino cruzar la frontera hacia el vecino país de Ecuador.",MI PUTUMAYO,ACCIONES_INSTITUCIONALES
38319,CORDOBA,MONTERIA,23001,CORDOBA,0,0,27/02/2020,2,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,LOS_CAPARROS,,"Investigadores del Gaula de la Policía Metropolitana capturaron a Andrés David Arizal Jiménez, conocido como 'El Flaco', quien estaría extorsionando a un ama de casa. El sujeto se hacía pasar como miembro de 'Los Caparrapos' para intimidar a su víctima. ",EL MERIDIANO,ACCIONES_INSTITUCIONALES
38320,PUTUMAYO,VALLE_DEL_GUAMUEZ,86865,PUTUMAYO,PDET,Putumayo,27/02/2020,2,2020,ACCIONES_INSTITUCIONALES,INCAUTACIONES,NO_PRECISA,NO_PRECISA_,,"Unidades de la Armada de Colombia, pertenecientes a la Fuerza Naval del Sur, incautaron 3060 galones de gasolina transportados de manera ilegal, a bordo de una embarcación tipo remesero que navegaba sobre aguas del río Caquetá. ",MI PUTUMAYO,ACCIONES_INSTITUCIONALES
38321,BOLIVAR,EL_CARMEN_DE_BOLIVAR,13244,BOLIVAR,PDET,Montes de María,26/02/2020,2,2020,ACCIONES_INSTITUCIONALES,INFORMES_DE_RIESGO,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,OTROS,,"El Sistema de Alertas Tempranas de la Defensoría del Pueblo emitió la Alerta Temprana No. 006-20. El escenario de riesgo para la población civil de El Carmen de Bolívar se configura a partir de tres factores de riesgo: Presencia del grupo armado posdesmovilización, Autodefensas Gaitanistas de Colombia. Posible presencia de disidencias de la FARC -EP en el municipio: Según información recabada por la Defensoría del Pueblo, miembros de estructuras o facciones disidentes de las FARC-EP, estarían haciendo visitas esporádicas en el territorio con el objeto de establecer contactos, sin que se conozcan otros alcances o propósitos de esta presencia. Conflictos por la tierra y la violencia contra población campesina en procesos de retorno y reclamación de tierras: El desplazamiento forzado en la región, el abandono y el despojo de tierras producido en el marco del conflicto armado, reprodujo procesos de concentración, a través de la compra masiva de predios y otros medios de despojo de facto, de tipo administrativo y jurídico. ",DEFENSORIA DEL PUEBLO,ACCIONES_INSTITUCIONALES
38322,CAQUETA,EL_DONCELLO,18247,CAQUETA_Y_HUILA,PDET,Cuenca del Caguán y Piedemonte Caqueteño,26/02/2020,2,2020,ACCIONES_INSTITUCIONALES,INFORMES_DE_RIESGO,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,OTROS,,"El Sistema de Alertas Tempranas de la Defensoría del Pueblo emitió la Alerta Temprana No. 007-20. El escenario de riesgo para los municipios de Puerto Rico y El Doncello se determina actualmente por dos elementos fundamentales: La configuración de una nueva facción disidente de las extintas FARC EP, autodenominada “Unidad Sergio Carvajal FARC EP”, en inmediaciones del sector conocido como el Bolsón del Guayas (municipios de Puerto Rico y Doncello) y la cabecera municipal de Puerto Rico. Su accionar se relaciona con el cobro de extorsiones y la ejecución acciones violentas orientadas al control territorial y poblacional. La conformación de un grupo armado integrado por un número reducido de personas, que ha sido señalado como facción disidente de la Columna Móvil Teófilo Forero hacia el sector de la cordillera del municipio de Puerto Rico (corredor que comunica con el municipio de Algeciras – Huila), donde se han presentado homicidios selectivos, amenazas, restricciones a la movilidad y desplazamientos forzados, siendo una zona de difícil acceso y donde persiste la presencia de minas antipersonal (MAP) y artefactos explosivos improvisados (AEI). ",DEFENSORIA DEL PUEBLO,ACCIONES_INSTITUCIONALES
38323,ATLANTICO,BARRANQUILLA,8001,ATLANTICO,0,0,27/02/2020,2,2020,OTRO_TIPO_DE_EVENTO,OTROS,GDO_GRUPOS_DELINCUENCIALES_ORGANIZADOS,OTROS,LOS_PAPALOPEZ,"Tras la neutralización de Sergio Luis Pérez Ladeus, alias El Rey, por parte del Gaula, apareció en el radar de las autoridades de inteligencia judicial un delincuente que se abre camino en las grandes ligas criminales. Se trata de alias el Menor, quien haría parte del ‘semillero’ delincuencial de esta estructura dedicada a la extorsión y el homicidio que tiene azotados a los comerciantes en la ciudad y a quien se le adjudica el crimen de Gerardo Reyes Vega, el tendero que fue asesinado dentro de su negocio en el barrio Chiquinquirá. Así lo dio a conocer el comandante de la Policía Metropolitana de Barranquilla, general Ricardo Alarcón Campos, quien señaló que este delincuente no estaba identificado por los miembros de inteligencia del Gaula que adelantan operativos contra este flagelo que aqueja a los comerciantes, principalmente, de la zona suroriental de la capital del Atlántico. ",EL HERALDO,OTRO_TIPO_DE_EVENTOS
38324,ANTIOQUIA,ITUANGO,5361,ANTIOQUIA,ETCR - PDET,Bajo Cauca-Nordeste Antioqueño,27/02/2020,2,2020,ACCIONES_ARMADAS,COMBATES,GAO_GRUPOS_ARMADOS_ORGANIZADOS,CLAN_DEL_GOLFO,,"En desarrollo de operaciones militares, tropas del Ejército Nacional, lograron la neutralización en combate de dos integrantes al parecer pertenecientes a la Subestructura Occidente, del grupo armado organizado Clan del Golfo. ",MI CURILLO CAQUETA,ACCIONES_ARMADAS
38325,NARIÑO,SAN_ANDRES_DE_TUMACO,52835,NARIÑO,ETCR - PDET,Pacífico y frontera Nariñense,28/02/2020,2,2020,MINAS_MAP_MUSE,ACCIDENTES,NO_PRECISA,NO_PRECISA_,,"En la vereda Salisví que pertenece al Consejo Comunitario Río Chagüi, un hombre de 64 años, identificado como Aurelio Guerrero Araujo sufrió graves heridas en sus miembros inferiores por la explosión de un artefacto. El herido que iba a ser trasladado vía aérea hasta Pasto murió en el lugar del accidente por la gravedad de sus heridas. ",CARACOL RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38326,PUTUMAYO,PUERTO_ASIS,86568,PUTUMAYO,ETCR - PDET,Putumayo,28/02/2020,2,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,OTROS,ESTRUCTURA_1,"En desarrollo de operaciones militares conjuntas con el Comando Aéreo de Combate N.° 6 de la Fuerza Aérea Colombiana contra los grupos armados que delinquen en el Putumayo, lograron la captura de seis personas en la vereda Piñuña Negro, de Puerto Asís, señaladas de ser presuntos integrantes del Grupo Armado Organizado Residual Estructura Primera GAO-r E1 del Frente Carolina Ramírez. ",CARACOL RADIO,ACCIONES_INSTITUCIONALES
38327,VALLE_DEL_CAUCA,TULUA,76834,VALLE_DEL_CAUCA,0,0,28/02/2020,2,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,"Mediante puesto de control instalado en el sector conocido como ‘Palo de Leche’, es interceptado un vehículo tipo tractocamión, que, al momento de ser inspeccionado rigurosamente por nuestros uniformados, hallan en la parte trasera de la carrocería 243 paquetes envueltos en cinta de color café, los cuales en su interior contenían sustancia polvorienta. Al realizar la Prueba de Identificación Preliminar Homologada P.I.P.H, arroja como resultado positivo para clorhidrato de cocaína. Así mismo es capturado en flagrancia el señor Ismael Mendoza conductor del vehículo en mención.",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
38328,CAUCA,CALOTO,19142,CAUCA,PDET,Alto Patía-Norte del Cauca,28/02/2020,2,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,Tropas del Ejército Nacional logran la captura en flagrancia de un sujeto que transportaba 1.826 kilogramos de marihuana tipo creepy. ,EJERCITO NACIONAL,ACCIONES_INSTITUCIONALES
38329,VALLE_DEL_CAUCA,BUENAVENTURA,76109,VALLE_DEL_CAUCA,PDET,Pacífico Medio,28/02/2020,2,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,GDO_GRUPOS_DELINCUENCIALES_ORGANIZADOS,OTROS,LA_EMPRESA,"Miembros del Gaula Militar de Buenaventura capturaron Alias “Demond”, uno de los integrantes más temidos del Grupo Delincuencial Organizado ""la Empresa"".",ARMADA NACIONAL,ACCIONES_INSTITUCIONALES
38330,BOLIVAR,TURBACO,13836,BOLIVAR,0,0,28/02/2020,2,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,"La Armada de Colombia en coordinación con el Cuerpo Técnico de Investigación – CTI - de la Fiscalía General de la Nación, incautaron 439 kilogramos de clorhidrato de cocaína.  En el lugar del allanamiento se capturó a un hombre de nacionalidad colombiana, y también se incautó una escopeta 12mm con 36 cartuchos del mismo calibre. El alcaloide. ",ARMADA NACIONAL,ACCIONES_INSTITUCIONALES
38331,MAGDALENA,SANTA_MARTA,47001,MAGDALENA,PDET,Sierra Nevada-Perijá,28/02/2020,2,2020,ACCIONES_INSTITUCIONALES,OPERACIONES_ANTINARCOTICOS,NO_PRECISA,NO_PRECISA_,,"Una operación de inteligencia desarrollada por uniformados de la Dirección Antinarcóticos, decomisaron 656 kilos de cocaína que estaban al interior de un vehículo tipo camión parqueado, el cual estaba parqueado en las instalaciones del puerto de Santa Marta. Por más de 10 horas se verificó caja por caja y hallaron 656 paquetes rectangulares, envueltos en cinta de color verde, que al realizar la Prueba de Identificación Preliminar Homologada P.I.P.H, arroja como resultado positivo para clorhidrato de cocaína. ",HOY DIARIO DEL MAGDALENA,ACCIONES_INSTITUCIONALES
38332,VICHADA,CUMARIBO,99773,META_Y_LLANOS_ORIENTALES,0,0,28/02/2020,2,2020,ACCIONES_INSTITUCIONALES,INCAUTACIONES,NO_PRECISA,NO_PRECISA_,,"Unidades de la Armada de Colombia ubicaron y verificaron una embarcación tipo bongo metálico, que en su interior ocultaba tres costales con una sustancia que por sus características se asemeja al Coltán; adicionalmente transportaba 11 canecas plásticas con capacidad para 60 galones cada una, en las cuales se hallaron 660 galones de combustible tipo gasolina ilegal. ",ARMADA NACIONAL,ACCIONES_INSTITUCIONALES
38333,ANTIOQUIA,CAMPAMENTO,5134,ANTIOQUIA,0,0,29/02/2020,2,2020,HOMICIDIOS,OTROS,NO_PRECISA,NO_PRECISA_,,"Fue hallado sin vida el cuerpo de Didian Arley Agudelo, campesino de 38 años en zona rural del municipio de Campamento, norte de Antioquia. Encontraron el cuerpo en una zona donde ya se habían realizado labores de búsqueda. “Está ahorcado, lo ataron con su propia camiseta”, relató Montoya quien espera la llegada de las autoridades al lugar donde se encontró el cuerpo. Didian era líder social y exconcejal del municipio de Campamento",BLU RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38334,ANTIOQUIA,APARTADO,5045,URABA,PDET,Urabá Antioqueño,29/02/2020,2,2020,HOMICIDIOS,OTROS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,NO_PRECISA,,"Hombres armados acabaron con la vida de Amado Torres, líder social, tesorero de la Junta de Acción Comunal de la vereda La Victoria, ubicada en el corregimiento de San José de Apartadó en Antioquia. Torres estaba ad portas de recibir una indemnización, como parte de la reparación por la ejecución extrajudicial de uno de sus hijos en 2013. ",RCN RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38335,CESAR,SAN_MARTIN,20770,CESAR_Y_GUAJIRA,0,0,29/02/2020,2,2020,SECUESTRO_TOMA_DE_REHENES,OTROS,NO_PRECISA,NO_PRECISA_,,"El Gaula de la Policía inició la búsqueda para dar con el paradero del ganadero Juan Pablo Castillo, secuestrado en las últimas horas. El hecho se presentó en el corregimiento Pueblo Nuevo, en jurisdicción del municipio de San Martín del departamento de Cesar, que limita con Norte de Santander.
Desconocidos luego de amordazar a los ocupantes de la finca, procedieron a llevarse al ganadero. Este es el segundo caso de un ganadero secuestrado en esta región del oriente colombiano, el primero fue el de Iván Cetina, también plagiado de su residencia en zona rural de Cúcuta.",CARACOL RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38336,HUILA,NEIVA,41001,CAQUETA_Y_HUILA,0,0,01/03/2020,3,2020,AMENAZAS_E_INTIMIDACIONES,LIDERES_SOCIALES,NO_PRECISA,NO_PRECISA_,,"Nuevas amenazas se dieron a conocer mediante un comunicado emitido por el Consejo Regional, se han presentado nuevas intimidaciones a la organización y dirigentes sociales, entre los cuales se señala al presidente de la organización José Alirio Tunubala, Bernandino Meza, Leonardo Homen, Jesús Tombe Y Víctor Tintinago. Las amenazas llegaron a través de los correos electrónicos de los miembros de Consejo, en donde se incluyen a miembros también del partido MAIS en el Huila, realmente estamos preocupados, aunque las amenazas han sido recurrentes ya pusimos en conocimiento de las autoridades. Afirma José Alirio Tunubala",CARACOL RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38337,TOLIMA,IBAGUE,73001,CENTRO,0,0,28/02/2020,2,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,OTROS,FRENTE_2,"En un operativo fueron capturados en los departamentos de Tolima, Boyacá, Arauca, Quindío y Caquetá ocho personas que integraban un Grupo Armado Organizado Residual (GAOR) que delinquía en el sur del territorio tolimense. La estructura autodenominada Frente 2 Manuel Marulanda Vélez, venía extorsionando a los habitantes de esta zona del departamento.
La organización era liderada por alias ‘Martín’, quien, en alianza con cabecillas disidentes en los departamentos de Arauca y Caquetá, buscaba dominar las zonas en las que históricamente hizo presencia la extinta guerrilla de las Farc. Autoridades informaron que el grupo residual estaba organizándose y recaudando dinero para adquirir material bélico e iniciar el reclutamiento de personas en el Tolima. ",RCN RADIO,ACCIONES_INSTITUCIONALES
38338,NARIÑO,SAN_ANDRES_DE_TUMACO,52835,NARIÑO,ETCR - PDET,Pacífico y frontera Nariñense,29/02/2020,2,2020,ACCIONES_INSTITUCIONALES,INCAUTACIONES,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,OTROS,FRENTE_30,"autoridades decomisaron dos toneladas de cocaína (1.713 kg) operativo en zona del departamento de Nariño. El cargamento tendría un valor de cerca de 57 millones de dólares. El hallazgo se dio en operación conjunta en cercanía a las bocas del Río Bubuey, en el área lindante del Parque Nacional Natural Sanquianga y pertenecería, según la información, al grupo Armado Organizado Residual GAOR-30. ",RCN RADIO,ACCIONES_INSTITUCIONALES
38339,ANTIOQUIA,APARTADO,5045,URABA,PDET,Urabá Antioqueño,28/02/2020,2,2020,ACCIONES_INSTITUCIONALES,INFORMES_DE_RIESGO,GAO_GRUPOS_ARMADOS_ORGANIZADOS,CLAN_DEL_GOLFO,AGC,"ALERTA TEMPRANA DE INMINENCIA N° 008-2020, debido a la situación de riesgo de vulneraciones a los DDHH y al DIH de los habitantes de los municipios de Apartadó, Carepa, Turbo y Chigorodó, del Departamento de Antioquia, para que se adopten medidas urgentes orientadas a salvaguardar la vida e integridad personal de la población civil y población socialmente estigmatizada en los cascos urbanos. Como hecho relevante que aviva el escenario del riesgo expuesto y muestra el control que ejercen las AGC en los centros urbanos acá focalizados, fue la desarticulación en marzo de 2019 de la estructura armada ilegal La Empresa, con nexos directos con las AGC, en el municipio de Chigorodó. Asimismo, la captura del pasado 19 de febrero de 2020 de Dairon Enid Rivas Arboleda alias Jamaica quien llegó al municipio de Apartadó a comienzos del 2019 para liderar la subestructura urbana Carlos Vásquez, y a quien se le atribuye ser el encargado de ordenar los homicidios selectivos de jóvenes integrantes de pandillas o personas dedicadas al consumo o venta de estupefacientes sin autorización de este grupo ilegal armado.",DEFENSORIA DEL PUEBLO,ACCIONES_INSTITUCIONALES
38340,NORTE_DE_SANTANDER,VILLA_DEL_ROSARIO,54874,NORTE_DE_SANTANDER_Y_ARAUCA,0,0,02/03/2020,3,2020,HOMICIDIOS,OTROS,NO_PRECISA,NO_PRECISA_,,"En el sector conocido como La Escalera, ubicado en la vereda La Uchema zona rural del corregimiento de Juan Frío fue atacado a bala Omar Alexis Delgado Cordero. Extraoficialmente se supo que hasta esa zona rural llegaron varios hombres armados, al parecer, procedentes de territorio venezolano y fueron quienes sin mediar palabra le dispararon en la cara a Delgado",LA OPINION,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38341,NARIÑO,SAN_ANDRES_DE_TUMACO,52835,NARIÑO,ETCR - PDET,Pacífico y frontera Nariñense,02/03/2020,3,2020,HOMICIDIOS,OTROS,NO_PRECISA,NO_PRECISA_,,Como Duvan Yanes Cagua fue identificada la persona asesinada por dos hombres que se movilizaban en una motocicleta por un sector del municipio de Tumaco. Este homicidio se registró cuando el ciudadano de nacionalidad ecuatoriana se encontraba en el barrio Exportadora de la Comuna Cinco dialogando con otras personas en la vía principal.  El crimen se registró a plena luz del día en una zona en donde la circulación vehicular es bastante movida.,DIARIO DEL SUR,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38342,ANTIOQUIA,ITUANGO,5361,ANTIOQUIA,ETCR - PDET,Bajo Cauca-Nordeste Antioqueño,02/03/2020,3,2020,AMENAZAS_E_INTIMIDACIONES,SELECTIVAS,NO_PRECISA,NO_PRECISA_,,"Hombres que iban en una motocicleta abordaron a Camilo Salazar, quien fue personero de Ituango, le apuntaron con una pistola y le exigieron que saliera del municipio del Norte antioqueño. La amenaza ocurrió en el parque principal cuando todavía estaba en el cargo.",RCN RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
